Pose_relationships,median,"('histogram edge', 0)","('histogram edge', 1)","('histogram edge', 2)","('histogram edge', 3)","('histogram edge', 4)","('histogram edge', 5)","('histogram edge', 6)","('histogram edge', 7)","('histogram edge', 8)","('histogram edge', 9)","('histogram edge', 10)","('histogram edge', 11)","('histogram edge', 12)","('histogram edge', 13)","('histogram edge', 14)","('histogram edge', 15)","('histogram edge', 16)","('histogram edge', 17)","('histogram edge', 18)","('histogram edge', 19)","('histogram edge', 20)","('histogram edge', 21)","('histogram edge', 22)","('histogram edge', 23)","('histogram edge', 24)","('histogram edge', 25)","('histogram edge', 26)","('histogram edge', 27)","('histogram edge', 28)","('histogram edge', 29)","('histogram edge', 30)","('histogram edge', 31)","('histogram edge', 32)","('histogram edge', 33)","('histogram edge', 34)","('histogram edge', 35)","('histogram edge', 36)","('histogram edge', 37)","('histogram edge', 38)","('histogram edge', 39)","('histogram edge', 40)","('histogram edge', 41)","('histogram edge', 42)","('histogram edge', 43)","('histogram edge', 44)","('histogram edge', 45)","('histogram edge', 46)","('histogram edge', 47)","('histogram edge', 48)","('histogram edge', 49)","('histogram edge', 50)","('histogram prob for edge', 0)","('histogram prob for edge', 1)","('histogram prob for edge', 2)","('histogram prob for edge', 3)","('histogram prob for edge', 4)","('histogram prob for edge', 5)","('histogram prob for edge', 6)","('histogram prob for edge', 7)","('histogram prob for edge', 8)","('histogram prob for edge', 9)","('histogram prob for edge', 10)","('histogram prob for edge', 11)","('histogram prob for edge', 12)","('histogram prob for edge', 13)","('histogram prob for edge', 14)","('histogram prob for edge', 15)","('histogram prob for edge', 16)","('histogram prob for edge', 17)","('histogram prob for edge', 18)","('histogram prob for edge', 19)","('histogram prob for edge', 20)","('histogram prob for edge', 21)","('histogram prob for edge', 22)","('histogram prob for edge', 23)","('histogram prob for edge', 24)","('histogram prob for edge', 25)","('histogram prob for edge', 26)","('histogram prob for edge', 27)","('histogram prob for edge', 28)","('histogram prob for edge', 29)","('histogram prob for edge', 30)","('histogram prob for edge', 31)","('histogram prob for edge', 32)","('histogram prob for edge', 33)","('histogram prob for edge', 34)","('histogram prob for edge', 35)","('histogram prob for edge', 36)","('histogram prob for edge', 37)","('histogram prob for edge', 38)","('histogram prob for edge', 39)","('histogram prob for edge', 40)","('histogram prob for edge', 41)","('histogram prob for edge', 42)","('histogram prob for edge', 43)","('histogram prob for edge', 44)","('histogram prob for edge', 45)","('histogram prob for edge', 46)","('histogram prob for edge', 47)","('histogram prob for edge', 48)","('histogram prob for edge', 49)"
11,-0.005914055684636381,-8.349088446235946,-8.065233923212373,-7.7813794001888015,-7.49752487716523,-7.213670354141657,-6.929815831118085,-6.645961308094513,-6.3621067850709405,-6.078252262047369,-5.794397739023797,-5.510543216000224,-5.226688692976652,-4.9428341699530804,-4.658979646929508,-4.375125123905936,-4.091270600882363,-3.8074160778587913,-3.5235615548352195,-3.2397070318116468,-2.955852508788075,-2.671997985764502,-2.3881434627409304,-2.1042889397173585,-1.8204344166937858,-1.536579893670214,-1.2527253706466421,-0.9688708476230694,-0.6850163245994976,-0.40116180157592574,-0.11730727855235301,0.1665472444712197,0.45040176749479066,0.7342562905183634,1.018110813541936,1.301965336565507,1.5858198595890798,1.8696743826126525,2.1535289056362235,2.437383428659796,2.721237951683369,3.0050924747069416,3.2889469977305126,3.5728015207540853,3.856656043777658,4.140510566801229,4.424365089824802,4.708219612848374,4.992074135871945,5.275928658895518,5.559783181919091,5.843637704942661,0.011901795125166353,0.0,0.0,0.011901795125166353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011901795125166391,0.0,0.0,0.0,0.0,0.0,0.0,0.011901795125166391,0.0,0.0,0.023803590250332782,0.011901795125166353,0.023803590250332782,0.0,0.059508975625831774,0.023803590250332782,0.24993769762849422,0.7617148880106466,1.4282154150199624,0.4403664196311578,0.16662513175232893,0.13091974637682988,0.0,0.04760718050066541,0.011901795125166353,0.0,0.011901795125166353,0.011901795125166353,0.0,0.0,0.011901795125166353,0.023803590250332705,0.0,0.0,0.011901795125166353,0.0,0.011901795125166353,0.0,0.011901795125166465
12,0.024714128375046766,-14.49816708100516,-14.018677271469308,-13.539187461933455,-13.059697652397602,-12.580207842861752,-12.100718033325899,-11.621228223790046,-11.141738414254194,-10.662248604718343,-10.18275879518249,-9.703268985646638,-9.223779176110785,-8.744289366574932,-8.26479955703908,-7.785309747503228,-7.305819937967376,-6.826330128431524,-6.346840318895671,-5.867350509359818,-5.3878606998239675,-4.908370890288115,-4.428881080752262,-3.9493912712164096,-3.469901461680557,-2.9904116521447044,-2.5109218426088535,-2.031432033073001,-1.5519422235371483,-1.0724524140012957,-0.592962604465443,-0.11347279492959217,0.36601701460626046,0.8455068241421131,1.3249966336779657,1.8044864432138183,2.283976252749671,2.7634660622855236,3.2429558718213762,3.7224456813572253,4.201935490893078,4.681425300428931,5.160915109964783,5.640404919500636,6.1198947290364885,6.599384538572341,7.078874348108194,7.558364157644046,8.037853967179899,8.517343776715752,8.9968335862516,9.476323395787453,0.007045777222353603,0.0,0.0,0.0,0.0,0.0,0.007045777222353603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007045777222353603,0.0,0.0,0.01409155444470726,0.0,0.0,0.0,0.0,0.02113733166706081,0.00704577722235363,0.007045777222353603,0.007045777222353603,0.06341199500118244,0.2254648711153153,0.4509297422306323,0.7045777222353604,0.40160930167415543,0.056366217778828824,0.014091554444707206,0.007045777222353603,0.0,0.028183108889414412,0.007045777222353656,0.0,0.0,0.007045777222353603,0.007045777222353603,0.014091554444707206,0.007045777222353603,0.007045777222353603,0.0,0.0,0.0,0.0,0.007045777222353603
13,-0.012870884873466607,-4.760499279062431,-4.5900164068503475,-4.419533534638263,-4.249050662426179,-4.0785677902140955,-3.9080849180020114,-3.7376020457899273,-3.5671191735778436,-3.3966363013657594,-3.2261534291536753,-3.0556705569415916,-2.8851876847295075,-2.7147048125174233,-2.5442219403053397,-2.3737390680932555,-2.203256195881172,-2.0327733236690877,-1.8622904514570036,-1.6918075792449199,-1.5213247070328357,-1.350841834820752,-1.180358962608668,-1.0098760903965838,-0.8393932181845001,-0.6689103459724155,-0.4984274737603318,-0.3279446015482481,-0.15746172933616442,0.013021142875920155,0.18350401508800385,0.35398688730008754,0.5244697595121721,0.6949526317242558,0.8654355039363395,1.035918376148424,1.2064012483605078,1.3768841205725915,1.547366992784676,1.7178498649967597,1.8883327372088434,2.058815609420927,2.2292984816330117,2.3997813538450954,2.570264226057179,2.7407470982692637,2.9112299704813474,3.081712842693431,3.2521957149055147,3.4226785871176,3.593161459329684,3.7636443315417667,0.019816526637207378,0.0,0.0,0.0,0.0,0.01981652663720733,0.0,0.0,0.01981652663720733,0.0,0.0,0.0,0.0,0.01981652663720733,0.0,0.0,0.0,0.019816526637207378,0.03963305327441466,0.0,0.03963305327441466,0.03963305327441466,0.0,0.019816526637207278,0.05944957991162214,0.13871568646045165,0.5746792724790141,2.377983196464873,1.4862394977905535,0.5350462192045993,0.11889915982324366,0.05944957991162214,0.019816526637207378,0.09908263318603638,0.0,0.0,0.019816526637207278,0.019816526637207378,0.0,0.0,0.019816526637207278,0.0,0.019816526637207378,0.0,0.019816526637207378,0.0,0.019816526637207378,0.019816526637207173,0.0,0.019816526637207486
14,0.014332074018659583,-5.1968356790523895,-5.0199944607478395,-4.8431532424432895,-4.6663120241387395,-4.4894708058341894,-4.312629587529639,-4.135788369225089,-3.9589471509205394,-3.7821059326159894,-3.6052647143114394,-3.4284234960068893,-3.2515822777023393,-3.0747410593977897,-2.8978998410932397,-2.7210586227886897,-2.5442174044841397,-2.3673761861795897,-2.1905349678750397,-2.0136937495704896,-1.8368525312659396,-1.6600113129613896,-1.4831700946568396,-1.3063288763522896,-1.12948765804774,-0.95264643974319,-0.77580522143864,-0.5989640031340899,-0.4221227848295399,-0.2452815665249899,-0.06844034822043987,0.10840087008411015,0.28524208838866016,0.4620833066932102,0.6389245249977602,0.8157657433023102,0.9926069616068602,1.1694481799114103,1.3462893982159603,1.5231306165205103,1.6999718348250603,1.8768130531296103,2.0536542714341603,2.2304954897387104,2.4073367080432604,2.5841779263478104,2.7610191446523604,2.9378603629569096,3.1147015812614605,3.2915427995660096,3.4683840178705605,3.645225236175109,0.019104021170902864,0.0,0.0,0.0,0.0,0.0,0.03820804234180573,0.0,0.0,0.0,0.0,0.0,0.019104021170902864,0.0,0.0,0.019104021170902864,0.0,0.0,0.019104021170902864,0.019104021170902864,0.019104021170902864,0.03820804234180573,0.05731206351270873,0.05731206351270859,0.07641608468361145,0.1528321693672229,0.17193619053812578,0.4967045504434744,0.8596809526906288,1.6429458206976462,0.8978889950324345,0.2483522752217372,0.28656031756354294,0.1528321693672229,0.05731206351270859,0.05731206351270859,0.03820804234180573,0.03820804234180573,0.0,0.0,0.019104021170902864,0.05731206351270859,0.019104021170902864,0.0,0.0,0.0,0.019104021170902766,0.0,0.0,0.05731206351270902
15,0.05899568309640716,-12.70968926847425,-12.192571220272683,-11.675453172071116,-11.158335123869549,-10.641217075667983,-10.124099027466416,-9.606980979264849,-9.089862931063282,-8.572744882861716,-8.05562683466015,-7.538508786458582,-7.021390738257015,-6.504272690055448,-5.9871546418538815,-5.470036593652314,-4.952918545450748,-4.435800497249181,-3.9186824490476138,-3.4015644008460466,-2.8844463526444812,-2.367328304442914,-1.850210256241347,-1.3330922080397798,-0.8159741598382126,-0.2988561116366455,0.21826193656491988,0.735379984766487,1.2524980329680542,1.7696160811696213,2.2867341293711885,2.803852177572754,3.320970225774321,3.838088273975888,4.355206322177455,4.872324370379022,5.38944241858059,5.906560466782157,6.423678514983724,6.9407965631852875,7.457914611386855,7.975032659588422,8.492150707789989,9.009268755991556,9.526386804193123,10.04350485239469,10.560622900596258,11.077740948797825,11.594858996999392,12.111977045200959,12.629095093402523,13.146213141604093,0.01306617856455678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00653308928227839,0.0,0.0,0.0,0.0,0.0,0.01306617856455678,0.0,0.02613235712911365,0.02613235712911356,0.02613235712911356,0.03919853569367034,0.17639341062151653,0.2809228391379708,0.5618456782759434,0.43118389263037377,0.18292649990379492,0.04573162497594873,0.02613235712911356,0.019599267846835237,0.00653308928227839,0.01959926784683517,0.00653308928227839,0.0,0.00653308928227839,0.0,0.0,0.0,0.0,0.0,0.00653308928227839,0.0,0.00653308928227839,0.0,0.0,0.0,0.0,0.0,0.0,0.006533089282278345
16,0.0013537513774032235,-5.002071755706143,-4.8462536517027015,-4.690435547699259,-4.534617443695818,-4.3787993396923754,-4.222981235688934,-4.067163131685492,-3.9113450276820503,-3.755526923678609,-3.5997088196751665,-3.443890715671725,-3.2880726116682832,-3.1322545076648414,-2.9764364036613995,-2.820618299657958,-2.664800195654516,-2.5089820916510743,-2.3531639876476325,-2.1973458836441906,-2.041527779640749,-1.8857096756373073,-1.7298915716338654,-1.5740734676304236,-1.4182553636269817,-1.2624372596235398,-1.1066191556200984,-0.9508010516166561,-0.7949829476132146,-0.6391648436097732,-0.4833467396063309,-0.3275286356028895,-0.17171053159944716,-0.01589242759600573,0.1399256764074357,0.295743780410878,0.45156188441431944,0.6073799884177618,0.7631980924212032,0.9190161964246446,1.074834300428087,1.2306524044315283,1.3864705084349707,1.542288612438412,1.6981067164418535,1.8539248204452958,2.0097429244487373,2.1655610284521796,2.321379132455621,2.4771972364590633,2.6330153404625047,2.788833444465946,0.021681552345828588,0.0,0.0,0.0,0.0,0.0,0.0,0.021681552345828588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021681552345828525,0.06504465703748559,0.021681552345828525,0.0,0.0,0.0,0.10840776172914293,0.0650446570374854,0.23849707580411444,0.607083465683197,1.6261164259371441,2.276562996312002,0.6721281227206825,0.23849707580411444,0.10840776172914234,0.043363104691657176,0.043363104691657176,0.0650446570374854,0.0,0.0,0.043363104691657176,0.021681552345828588,0.043363104691656926,0.0,0.021681552345828463,0.021681552345828588,0.0,0.0,0.021681552345828588
17,0.015970185739506756,-31.901757564602963,-30.48202091769914,-29.062284270795313,-27.64254762389149,-26.222810976987663,-24.803074330083838,-23.383337683180017,-21.963601036276188,-20.543864389372366,-19.124127742468538,-17.704391095564716,-16.284654448660888,-14.864917801757066,-13.445181154853241,-12.025444507949416,-10.605707861045591,-9.185971214141766,-7.766234567237941,-6.346497920334116,-4.926761273430291,-3.5070246265264657,-2.0872879796226407,-0.6675513327188156,0.7521853141850094,2.171921961088831,3.5916586079926596,5.011395254896481,6.43113190180031,7.850868548704131,9.27060519560796,10.690341842511781,12.11007848941561,13.529815136319431,14.949551783223253,16.36928843012708,17.789025077030903,19.20876172393473,20.628498370838553,22.048235017742382,23.467971664646203,24.887708311550032,26.307444958453853,27.727181605357682,29.146918252261504,30.566654899165332,31.986391546069154,33.406128192972986,34.825864839876814,36.24560148678063,37.66533813368446,39.085074780588286,0.002379581020005349,0.002379581020005349,0.0,0.0,0.0,0.0,0.0023795810200053433,0.002379581020005355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004759162040010698,0.002379581020005349,0.07852617366017652,0.504471176241134,0.07614659264017136,0.0047591620400106865,0.00475916204001071,0.00713874306001603,0.002379581020005355,0.0023795810200053433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002379581020005355,0.0,0.002379581020005355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023795810200053433
18,0.005450075858589451,-7.1862479674096,-6.85358500892727,-6.520922050444939,-6.1882590919626095,-5.8555961334802795,-5.52293317499795,-5.19027021651562,-4.857607258033289,-4.524944299550959,-4.192281341068629,-3.8596183825862984,-3.526955424103968,-3.194292465621638,-2.861629507139308,-2.5289665486569772,-2.1963035901746473,-1.8636406316923173,-1.5309776732099873,-1.1983147147276574,-0.8656517562453265,-0.5329887977629966,-0.2003258392806666,0.13233711920166424,0.4650000776839942,0.7976630361663242,1.130325994648655,1.462988953130984,1.795651911613315,2.128314870095646,2.460977828577975,2.7936407870603057,3.126303745542635,3.4589667040249656,3.7916296625072965,4.124292620989626,4.456955579471956,4.7896185379542855,5.122281496436616,5.454944454918947,5.787607413401276,6.120270371883607,6.452933330365938,6.785596288848267,7.118259247330598,7.450922205812929,7.783585164295258,8.116248122777588,8.448911081259919,8.78157403974225,9.11423699822458,9.44689995670691,0.010155559229651437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030466677688954266,0.020311118459302845,0.0,0.0,0.0,0.0,0.010155559229651437,0.040622236918605746,0.010155559229651437,0.020311118459302818,0.13202226998546865,0.5077779614825718,1.4217782921511972,0.629644672238389,0.060933355377908616,0.030466677688954225,0.0,0.010155559229651409,0.010155559229651409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020311118459302818,0.0,0.010155559229651463,0.0,0.0,0.010155559229651463,0.010155559229651409,0.0,0.0,0.0,0.0,0.0,0.0,0.010155559229651463
19,-0.0020182292657895335,-8.275850537804306,-7.882508081810449,-7.489165625816591,-7.095823169822733,-6.702480713828876,-6.309138257835018,-5.91579580184116,-5.522453345847302,-5.129110889853445,-4.735768433859588,-4.34242597786573,-3.949083521871872,-3.5557410658780144,-3.162398609884157,-2.7690561538902987,-2.3757136978964413,-1.9823712419025838,-1.5890287859087264,-1.195686329914869,-0.8023438739210107,-0.4090014179271533,-0.015658961933295856,0.37768349406056245,0.771025950054419,1.1643684060482773,1.5577108620421356,1.9510533180359921,2.3443957740298504,2.7377382300237088,3.1310806860175653,3.5244231420114236,3.91776559800528,4.311108053999138,4.704450509992997,5.097792965986853,5.491135421980712,5.884477877974568,6.277820333968426,6.671162789962285,7.064505245956141,7.45784770195,7.851190157943858,8.244532613937714,8.637875069931571,9.031217525925431,9.424559981919288,9.817902437913144,10.211244893907004,10.60458734990086,10.997929805894717,11.391272261888577,0.00858889836807023,0.0,0.00858889836807021,0.01717779673614046,0.0,0.0,0.0,0.00858889836807023,0.0,0.00858889836807023,0.01717779673614042,0.01717779673614046,0.0,0.01717779673614042,0.01717779673614046,0.03435559347228092,0.11165567878491299,0.11165567878491299,0.08588898368070211,0.15460017062526415,0.5153339020842138,0.9018343286473722,0.103066780416843,0.051533390208421265,0.042944491840351054,0.0858889836807025,0.08588898368070211,0.025766695104210632,0.017177796736140498,0.01717779673614042,0.017177796736140498,0.0,0.0,0.017177796736140498,0.0,0.008588898368070249,0.0,0.00858889836807021,0.008588898368070249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008588898368070249,0.0,0.008588898368070171
20,2.740405466894829,2.9909408283401715e-14,1.6522707249194393,3.3045414498388483,4.956812174758258,6.609082899677667,8.261353624597076,9.913624349516486,11.565895074435895,13.218165799355305,14.870436524274714,16.52270724919412,18.17497797411353,19.82724869903294,21.47951942395235,23.131790148871758,24.78406087379117,26.436331598710577,28.088602323629985,29.740873048549396,31.393143773468804,33.04541449838821,34.69768522330762,36.349955948227034,38.002226673146446,39.65449739806585,41.30676812298526,42.95903884790467,44.61130957282408,46.26358029774349,47.9158510226629,49.56812174758231,51.220392472501715,52.872663197421126,54.52493392234054,56.17720464725994,57.82947537217935,59.481746097098764,61.134016822018175,62.78628754693758,64.43855827185699,66.0908289967764,67.74309972169581,69.39537044661522,71.04764117153462,72.69991189645404,74.35218262137344,76.00445334629286,77.65672407121227,79.30899479613167,80.96126552105109,82.6135362459705,0.16766442862475772,0.18402193385644144,0.11450253662178576,0.044983139387130125,0.01840219338564415,0.004089376307920919,0.00613406446188138,0.00613406446188138,0.00613406446188138,0.010223440769802323,0.0,0.0040893763079209245,0.0020446881539604575,0.0,0.004089376307920915,0.0,0.0020446881539604622,0.0020446881539604575,0.0020446881539604622,0.006134064461881386,0.004089376307920915,0.004089376307920915,0.0,0.004089376307920933,0.0020446881539604575,0.0,0.0,0.0020446881539604575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020446881539604666,0.0,0.0,0.0,0.0,0.0,0.0,0.0020446881539604666
21,2.373634018415868,0.0,0.8019439120826849,1.6038878241653698,2.4058317362480546,3.2077756483307396,4.009719560413425,4.811663472496109,5.613607384578795,6.415551296661479,7.217495208744164,8.01943912082685,8.821383032909534,9.623326944992218,10.425270857074903,11.22721476915759,12.029158681240274,12.831102593322958,13.633046505405643,14.434990417488327,15.236934329571014,16.0388782416537,16.840822153736383,17.642766065819067,18.444709977901752,19.246653889984437,20.04859780206712,20.850541714149806,21.652485626232494,22.45442953831518,23.256373450397863,24.058317362480548,24.860261274563232,25.662205186645917,26.4641490987286,27.266093010811286,28.06803692289397,28.869980834976655,29.67192474705934,30.473868659142028,31.275812571224712,32.0777564833074,32.87970039539008,33.681644307472766,34.48358821955545,35.285532131638135,36.08747604372082,36.889419955803504,37.69136386788619,38.49330777996887,39.29525169205156,40.09719560413424,0.06319104729415383,0.3159552364707691,0.25276418917661536,0.15165851350596915,0.12216935810203071,0.08425472972553846,0.07161652026670762,0.008425472972553846,0.008425472972553846,0.016850945945107675,0.004212736486276923,0.008425472972553846,0.01263820945883077,0.004212736486276914,0.016850945945107693,0.0,0.004212736486276923,0.004212736486276923,0.0,0.0,0.0,0.0,0.01263820945883077,0.008425472972553846,0.0,0.0,0.012638209458830712,0.004212736486276923,0.0,0.004212736486276923,0.004212736486276923,0.004212736486276923,0.0,0.004212736486276923,0.01263820945883077,0.004212736486276923,0.0,0.0,0.008425472972553846,0.008425472972553846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004212736486276923,0.0,0.004212736486276923
22,1.7875816157666646,2.7045032879868813e-14,0.5637619417519446,1.1275238835038621,1.6912858252557796,2.255047767007697,2.818809708759615,3.382571650511532,3.9463335922634495,4.510095534015367,5.0738574757672845,5.637619417519202,6.201381359271119,6.765143301023037,7.328905242774955,7.892667184526871,8.45642912627879,9.020191068030707,9.583953009782624,10.147714951534542,10.71147689328646,11.275238835038378,11.839000776790295,12.402762718542212,12.96652466029413,13.530286602046047,14.094048543797964,14.657810485549883,15.2215724273018,15.785334369053716,16.349096310805635,16.912858252557555,17.476620194309472,18.04038213606139,18.604144077813306,19.167906019565223,19.731667961317143,20.29542990306906,20.859191844820977,21.422953786572894,21.98671572832481,22.55047767007673,23.114239611828648,23.678001553580565,24.24176349533248,24.8055254370844,25.369287378836315,25.933049320588236,26.496811262340152,27.06057320409207,27.624335145843986,28.188097087595906,0.047940495846596584,0.2996280990412286,0.4734123964851412,0.41348677667689554,0.12584380159731598,0.0719107437698949,0.023970247923298302,0.011985123961649151,0.02397024792329828,0.041947933865771996,0.02397024792329832,0.017977685942473714,0.03595537188494743,0.02397024792329832,0.005992561980824561,0.00599256198082458,0.00599256198082458,0.0,0.00599256198082458,0.0,0.0,0.00599256198082458,0.011985123961649122,0.00599256198082458,0.00599256198082458,0.011985123961649122,0.00599256198082458,0.0,0.0,0.0,0.0,0.00599256198082458,0.00599256198082458,0.0,0.0,0.0,0.01198512396164916,0.0,0.0,0.0,0.0,0.01198512396164916,0.0,0.00599256198082458,0.0,0.005992561980824543,0.0,0.01198512396164916,0.0,0.005992561980824543
23,0.6523102470223046,0.0,2.1550141237430886,4.310028247486177,6.465042371229266,8.620056494972355,10.775070618715443,12.930084742458533,15.085098866201621,17.24011298994471,19.3951271136878,21.550141237430886,23.705155361173976,25.860169484917066,28.015183608660152,30.170197732403242,32.32521185614633,34.48022597988942,36.635240103632505,38.7902542273756,40.945268351118685,43.10028247486177,45.255296598604865,47.41031072234795,49.56532484609104,51.72033896983413,53.87535309357722,56.030367217320304,58.18538134106339,60.340395464806484,62.49540958854957,64.65042371229266,66.80543783603575,68.96045195977884,71.11546608352192,73.27048020726501,75.4254943310081,77.5805084547512,79.73552257849428,81.89053670223737,84.04555082598046,86.20056494972354,88.35557907346663,90.51059319720973,92.66560732095282,94.8206214446959,96.97563556843899,99.13064969218208,101.28566381592516,103.44067793966826,105.59569206341135,107.75070618715444,0.2602353296120059,0.08151950084231512,0.051733529380699965,0.02665060604460302,0.007838413542530301,0.0,0.0015676827085060602,0.0015676827085060602,0.010973778959542413,0.004703048125518185,0.0031353654170121177,0.0015676827085060589,0.0,0.0015676827085060589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015676827085060615,0.0015676827085060615,0.0015676827085060563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015676827085060615,0.001567682708506051,0.0,0.0,0.0,0.0015676827085060615,0.0,0.0,0.0,0.0015676827085060615
24,0.8668642877616386,1.5454304502782178e-14,0.3846451016722081,0.7692902033444008,1.1539353050165935,1.5385804066887863,1.923225508360979,2.3078706100331714,2.692515711705364,3.077160813377557,3.4618059150497498,3.8464510167219426,4.2310961183941345,4.615741220066327,5.00038632173852,5.385031423410712,5.769676525082906,6.154321626755098,6.53896672842729,6.9236118300994836,7.308256931771676,7.692902033443869,8.077547135116061,8.462192236788255,8.846837338460448,9.23148244013264,9.616127541804833,10.000772643477026,10.38541774514922,10.77006284682141,11.154707948493604,11.539353050165797,11.923998151837989,12.308643253510182,12.693288355182375,13.077933456854566,13.46257855852676,13.847223660198953,14.231868761871144,14.616513863543338,15.00115896521553,15.385804066887724,15.770449168559916,16.155094270232105,16.5397393719043,16.92438447357649,17.309029575248683,17.693674676920878,18.07831977859307,18.46296488026526,18.847609981937456,19.232255083609648,0.07904794646603325,0.8783105162892584,0.9661415679181842,0.26349315488677744,0.0966141567918184,0.017566210325785182,0.008783105162892582,0.017566210325785165,0.05269863097735549,0.026349315488677746,0.0,0.026349315488677773,0.0,0.017566210325785182,0.008783105162892572,0.008783105162892591,0.008783105162892591,0.0,0.0,0.008783105162892572,0.0,0.0,0.008783105162892572,0.0,0.0,0.0,0.0,0.0,0.0,0.008783105162892572,0.0,0.008783105162892572,0.0,0.008783105162892612,0.017566210325785144,0.0,0.008783105162892612,0.008783105162892572,0.0,0.008783105162892572,0.008783105162892612,0.008783105162892652,0.0,0.008783105162892612,0.0,0.0,0.0,0.0,0.0,0.008783105162892612
